day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
21/12/2018;-3,098;0,709;8,678;-0,106;-0,251;0,129;-99,168;0,058;-0,16;-0,703;-0,547;-0,152;0,75;0;1,56;0,252;-1,789;0,165;-8,462;0,129;-4,034;0,299;-0,615;-0,04;11,236;0,081;0,247;0,041;-0,348;0,478;-1,412;0,168;-3,238;0,603;-1,264;-0,006;0,403;-0,004;0,091;0,003
22/12/2018;-2,473;0,625;8,592;-0,086;-0,024;0,227;-99,206;-0,038;-0,392;-0,232;-0,768;-0,221;0,783;0,033;1,881;0,321;-1,765;0,024;-8,214;0,248;-3,999;0,035;-0,637;-0,022;11,31;0,074;0,382;0,135;0,039;0,387;-1,199;0,213;-2,689;0,549;-1,275;-0,011;0,389;-0,014;0,098;0,007
23/12/2018;-1,978;0,495;8,493;-0,099;0,048;0,072;-99,291;-0,085;-0,429;-0,037;-0,876;-0,108;0,896;0,113;2,31;0,429;-1,62;0,145;-8,02;0,194;-3,973;0,026;-0,506;0,131;11,409;0,099;0,306;-0,076;0,401;0,362;-0,932;0,267;-2,204;0,485;-1,248;0,027;0,335;-0,054;0,064;-0,034
24/12/2018;6,944;8,922;7,118;-1,375;-0,135;-0,183;-85,642;13,649;-8,258;-7,829;-1,782;-0,906;-2,084;-2,98;1,808;-0,502;-7,776;-6,156;-6,928;1,092;-4,151;-0,178;-7,022;-6,516;14,097;2,688;34,56;34,254;16,79;16,389;1,351;2,283;7,89;10,094;1,241;2,489;-0,847;-1,182;-1,516;-1,58
25/12/2018;17,665;10,721;5,69;-1,428;-0,704;-0,569;-64,937;20,705;-19,973;-11,715;2,244;4,026;-7,476;-5,392;0,928;-0,88;-16,791;-9,015;-6,314;0,614;-3,15;1,001;-15,329;-8,307;11,25;-2,847;86,658;52,098;45,592;28,802;8,317;6,966;18,159;10,269;3,495;2,254;-2,889;-2,042;-3,849;-2,333
26/12/2018;26,796;9,131;4,243;-1,447;-1,323;-0,619;-47,362;17,575;-30,052;-10,079;6,266;4,022;-12,62;-5,144;0,172;-0,756;-24,293;-7,502;-5,197;1,117;-2,072;1,078;-22,145;-6,816;8,419;-2,831;131,874;45,216;71,097;25,505;14,632;6,315;26,896;8,737;5,502;2,007;-4,714;-1,825;-5,889;-2,04
27/12/2018;34,703;7,907;2,98;-1,263;-1,841;-0,518;-32,593;14,769;-38,747;-8,695;9,969;3,703;-16,844;-4,224;-0,247;-0,419;-30,514;-6,221;-4,009;1,188;-1,024;1,048;-27,886;-5,741;6,037;-2,382;170,362;38,488;93,137;22,04;20,14;5,508;34,427;7,531;7,251;1,749;-6,087;-1,373;-7,678;-1,789
28/12/2018;41,237;6,534;1,914;-1,066;-2,285;-0,444;-20,236;12,357;-45,811;-7,064;13,296;3,327;-20,377;-3,533;-0,395;-0,148;-35,629;-5,115;-2,924;1,085;-0,159;0,865;-32,526;-4,64;3,793;-2,244;202,669;32,307;111,664;18,527;24,772;4,632;40,469;6,042;8,564;1,313;-7,308;-1,221;-9,115;-1,437
29/12/2018;46,648;5,411;1,042;-0,872;-2,624;-0,339;-10,112;10,124;-51,588;-5,777;15,941;2,645;-23,163;-2,786;-0,338;0,057;-39,818;-4,189;-1,902;1,022;0,601;0,76;-36,268;-3,742;1,796;-1,997;228,814;26,145;126,94;15,276;28,596;3,824;45,378;4,909;9,544;0,98;-8,308;-1;-10,314;-1,199
30/12/2018;51,011;4,363;0,334;-0,708;-2,933;-0,309;-2,061;8,051;-56,003;-4,415;18,134;2,193;-25,262;-2,099;-0,367;-0,029;-42,965;-3,147;-1,041;0,861;1,095;0,494;-39,234;-2,966;0,172;-1,624;249,625;20,811;138,75;11,81;31,715;3,119;49,406;4,028;10,463;0,919;-9,039;-0,731;-11,262;-0,948
31/12/2018;53,756;2,745;-0,377;-0,711;-3,27;-0,337;4,384;6,445;-59,262;-3,259;19,876;1,742;-27,19;-1,928;-0,987;-0,62;-45,699;-2,734;-0,399;0,642;1,388;0,293;-41,335;-2,101;-1,729;-1,901;266,032;16,407;147,428;8,678;33,986;2,271;51,764;2,358;11,166;0,703;-9,785;-0,746;-12,115;-0,853
01/01/2019;55,238;1,482;-0,714;-0,337;-3,092;0,178;9,387;5,003;-61,901;-2,639;21,223;1,347;-28,725;-1,535;-1,169;-0,182;-47,71;-2,011;0,419;0,818;1,731;0,343;-42,977;-1,642;-3,649;-1,92;278,256;12,224;154,367;6,939;35,955;1,969;52,502;0,738;12,174;1,008;-9,319;0,466;-12,308;-0,193
02/01/2019;57,01;1,772;-1,097;-0,383;-3,079;0,013;12,944;3,557;-63,479;-1,578;22,371;1,148;-29,715;-0,99;-1,17;-0,001;-48,748;-1,038;0,974;0,555;1,821;0,09;-44,034;-1,057;-4,406;-0,757;287,119;8,863;159,415;5,048;37,186;1,231;53,982;1,48;12,665;0,491;-9,529;-0,21;-12,668;-0,36
03/01/2019;57,748;0,738;-1,25;-0,153;-3,165;-0,086;15,678;2,734;-63,922;-0,443;23,719;1,348;-30,199;-0,484;-1,747;-0,577;-49,237;-0,489;1,213;0,239;1,58;-0,241;-44,561;-0,527;-4,928;-0,522;293,361;6,242;161,605;2,19;37,955;0,769;54,5;0,518;13,175;0,51;-9,554;-0,025;-12,936;-0,268
04/01/2019;57,85884615;0,110846154;-1,228;0,022;-3,307;-0,142;15,76376923;0,085769231;-64,459;-0,537;24,787;1,068;-30,148;0,051;-1,612;0,135;-49,552;-0,315;1,47;0,257;1,509;-0,071;-45,133;-0,572;-4,871384615;0,056615385;297,111;3,75;163,101;1,496;38,543;0,588;54,63207692;0,132076923;13,444;0,269;-9,6275;-0,0735;-12,976;-0,04
05/01/2019;57,96969231;0,110846154;-1,274;-0,046;-3,449;-0,142;15,84953846;0,085769231;-64,28108333;0,177916667;25,546;0,759;-30,112;0,036;-1,866;-0,254;-49,487;0,065;1,65;0,18;1,355;-0,154;-44,96475;0,16825;-4,814769231;0,056615385;297,2608333;0,149833333;163,1210833;0,020083333;38,59041667;0,047416667;54,76415385;0,132076923;13,713;0,269;-9,701;-0,0735;-13,016;-0,04
06/01/2019;58,08053846;0,110846154;-1,273;0,001;-3,411;0,038;15,93530769;0,085769231;-64,10316667;0,177916667;26,054;0,508;-29,814;0,298;-2,367;-0,501;-48,903;0,584;1,907;0,257;1,255;-0,1;-44,7965;0,16825;-4,758153846;0,056615385;297,4106667;0,149833333;163,1411667;0,020083333;38,63783333;0,047416667;54,89623077;0,132076923;14,076;0,363;-9,792;-0,091;-13,011;0,005
07/01/2019;58,19138462;0,110846154;-1,281;-0,008;-3,399;0,012;16,02107692;0,085769231;-63,92525;0,177916667;26,514;0,46;-29,371;0,443;-3,182;-0,815;-48,209;0,694;2,4345;0,5275;1,2685;0,0135;-44,62825;0,16825;-4,701538462;0,056615385;297,5605;0,149833333;163,16125;0,020083333;38,68525;0,047416667;55,02830769;0,132076923;14,4;0,324;-9,858;-0,066;-13,064;-0,053
08/01/2019;58,30223077;0,110846154;-1,289;-0,008;-3,331;0,068;16,10684615;0,085769231;-63,74733333;0,177916667;26,322;-0,192;-28,906;0,465;-2,499;0,683;-47,625;0,584;2,962;0,5275;1,282;0,0135;-44,46;0,16825;-4,644923077;0,056615385;297,7103333;0,149833333;163,1813333;0,020083333;38,73266667;0,047416667;55,16038462;0,132076923;14,385;-0,015;-9,73;0,128;-12,865;0,199
09/01/2019;58,41307692;0,110846154;-3,048;-1,759;-3,095;0,236;16,19261538;0,085769231;-63,56941667;0,177916667;26,682;0,36;-28,001;0,905;-1,648;0,851;-46,219;1,406;3,927;0,965;-0,376;-1,658;-44,29175;0,16825;-4,588307692;0,056615385;297,8601667;0,149833333;163,2014167;0,020083333;38,78008333;0,047416667;55,29246154;0,132076923;14,116;-0,269;-9,975;-0,245;-12,48;0,385
10/01/2019;58,52392308;0,110846154;-4,339;-1,291;-3,13;-0,035;16,27838462;0,085769231;-63,3915;0,177916667;27,363;0,681;-26,986;1,015;-0,981;0,667;-45,398;0,821;4,916;0,989;-1,144;-0,768;-44,1235;0,16825;-4,531692308;0,056615385;298,01;0,149833333;163,2215;0,020083333;38,8275;0,047416667;55,42453846;0,132076923;13,44;-0,676;-9,713;0,262;-12,293;0,187
11/01/2019;58,63476923;0,110846154;-5,377;-1,038;-2,553;0,577;16,36415385;0,085769231;-63,21358333;0,177916667;29,028;1,665;-24,623;2,363;1,176;2,157;-43,378;2,02;6,263;1,347;-1,166;-0,022;-43,95525;0,16825;-4,475076923;0,056615385;298,1598333;0,149833333;163,2415833;0,020083333;38,87491667;0,047416667;55,55661538;0,132076923;12,604;-0,836;-9,414;0,299;-12,054;0,239
12/01/2019;58,74561538;0,110846154;-6,113;-0,736;-2,653;-0,1;16,44992308;0,085769231;-63,03566667;0,177916667;29,076;0,048;-24,312;0,311;1,353;0,177;-42,795;0,583;6,99;0,727;-1,577;-0,411;-43,787;0,16825;-4,418461538;0,056615385;298,3096667;0,149833333;163,2616667;0,020083333;38,92233333;0,047416667;55,68869231;0,132076923;12,101;-0,503;-9,087;0,327;-11,972;0,082
13/01/2019;58,85646154;0,110846154;-6,3685;-0,2555;-2,686;-0,033;16,53569231;0,085769231;-62,85775;0,177916667;28,303;-0,773;-23,964;0,348;1,352;-0,001;-42,462;0,333;7,199;0,209;-1,821;-0,244;-43,61875;0,16825;-4,361846154;0,056615385;298,4595;0,149833333;163,28175;0,020083333;38,96975;0,047416667;55,82076923;0,132076923;12,27;0,169;-8,923;0,164;-11,729;0,243
14/01/2019;58,96730769;0,110846154;-6,624;-0,2555;-2,817;-0,131;16,62146154;0,085769231;-62,67983333;0,177916667;27,856;-0,447;-23,86;0,104;1,227;-0,125;-42,094;0,368;7,408;0,209;-2,065;-0,244;-43,4505;0,16825;-4,305230769;0,056615385;298,6093333;0,149833333;163,3018333;0,020083333;39,01716667;0,047416667;55,95284615;0,132076923;12,507;0,237;-9,028;-0,105;-11,611;0,118
15/01/2019;59,07815385;0,110846154;-7,065;-0,441;-2,822;-0,005;16,70723077;0,085769231;-62,50191667;0,177916667;27,244;-0,612;-23,802;0,058;0,835;-0,392;-41,872;0,222;7,843;0,435;-2,428;-0,363;-43,28225;0,16825;-4,248615385;0,056615385;298,7591667;0,149833333;163,3219167;0,020083333;39,06458333;0,047416667;56,08492308;0,132076923;12,575;0,068;-9,027;0,001;-11,398;0,213
16/01/2019;59,189;0,110846154;-7,458;-0,393;-2,742;0,08;16,793;0,085769231;-62,324;0,177916667;26,637;-0,607;-23,728;0,074;0,823;-0,012;-41,446;0,426;8,312;0,469;-2,622;-0,194;-43,114;0,16825;-4,192;0,056615385;298,909;0,149833333;163,342;0,020083333;39,112;0,047416667;56,217;0,132076923;12,818;0,243;-8,833;0,194;-11,193;0,205
17/01/2019;60,071;0,882;-7,84;-0,382;-2,579;0,163;17,404;0,611;-60,187;2,137;26,257;-0,38;-23,856;-0,128;0,675;-0,148;-40,986;0,46;8,777;0,465;-2,821;-0,199;-41,12;1,994;-3,493;0,699;299,264;0,355;162,855;-0,487;39,406;0,294;57,222;1,005;12,932;0,114;-8,683;0,15;-11,064;0,129
18/01/2019;60,803;0,732;-8,304;-0,464;-2,532;0,047;16,264;-1,14;-57,445;2,742;25,928;-0,329;-24,181;-0,325;0,345;-0,33;-40,164;0,822;9,431;0,654;-3,139;-0,318;-38,815;2,305;-3,698;-0,205;298,144;-1,12;161,307;-1,548;39,612;0,206;58,186;0,964;13,087;0,155;-8,617;0,066;-11,032;0,032
19/01/2019;61,379;0,576;-8,436;-0,132;-2,417;0,115;15,61;-0,654;-55,516;1,929;25,974;0,046;-24,115;0,066;0,222;-0,123;-40,0268;0,1372;9,66;0,229;-3,201;-0,062;-37,226;1,589;-3,218;0,48;296,379;-1,765;159,784;-1,523;39,562;-0,05;58,962;0,776;13,197;0,11;-8,493;0,124;-10,928;0,104
20/01/2019;61,52;0,141;-8,482;-0,046;-2,331;0,086;14,368;-1,242;-53,603;1,913;26,02;0,046;-24,049;0,066;0,065;-0,157;-39,8896;0,1372;9,793;0,133;-3,23;-0,029;-35,719;1,507;-2,953;0,265;293,869;-2,51;157,831;-1,953;39,393;-0,169;59,317;0,355;13,311;0,114;-8,356;0,137;-10,83;0,098
21/01/2019;62,054;0,534;-8,012;0,47;-2,457;-0,126;12,822;-1,546;-52,38;1,223;26,066;0,046;-23,983;0,066;-0,241;-0,306;-39,7524;0,1372;10,137;0,344;-2,805;0,425;-34,613;1,106;-2,924;0,029;291,079;-2,79;155,298;-2,533;38,842;-0,551;59,982;0,665;13,495;0,184;-8,42;-0,064;-10,868;-0,038
22/01/2019;62,807;0,753;-7,194;0,818;-2,501;-0,044;12,058;-0,764;-50,04;2,34;26,112;0,046;-23,917;0,066;0,303;0,544;-39,6152;0,1372;10,797;0,66;-2,906;-0,101;-33,637;0,976;-3,31;-0,386;288,374;-2,705;153,452;-1,846;38,548;-0,294;60,456;0,474;13,897;0,402;-9,383;-0,963;-11,226;-0,358
23/01/2019;62,7858;-0,0212;-7,265;-0,071;-2,4732;0,0278;10,309;-1,749;-48,793;1,247;26,158;0,046;-23,851;0,066;0,37;0,067;-39,478;0,1372;10,866;0,069;-2,717;0,189;-32,441;1,196;-3,824;-0,514;285,234;-3,14;151,438;-2,014;38,237;-0,311;60,4707;0,0147;14,0092;0,1122;-9,2828;0,1002;-11,1786;0,0474
24/01/2019;62,7646;-0,0212;-7,38;-0,115;-2,4454;0,0278;9,222;-1,087;-48,004;0,789;26,862;0,704;-23,185;0,666;0,214;-0,156;-38,75;0,728;10,897;0,031;-2,617;0,1;-31,573;0,868;-3,259;0,565;282,358;-2,876;149,146;-2,292;37,78;-0,457;60,4854;0,0147;14,1214;0,1122;-9,1826;0,1002;-11,1312;0,0474
25/01/2019;62,7434;-0,0212;-7,86;-0,48;-2,4176;0,0278;8,92575;-0,29625;-45,66;2,344;27,116;0,254;-22,883;0,302;-0,09;-0,304;-38,26;0,49;10,639;-0,258;-3,23;-0,613;-30,18;1,393;-3,2395;0,0195;279,244;-3,114;146,694;-2,452;37,236;-0,544;60,5001;0,0147;14,2336;0,1122;-9,0824;0,1002;-11,0838;0,0474
26/01/2019;62,7222;-0,0212;-7,905333333;-0,045333333;-2,3898;0,0278;8,6295;-0,29625;-45,578;0,082;27,194;0,078;-22,879;0,004;-0,042;0,048;-37,995;0,265;10,85;0,211;-3,217333333;0,012666667;-30,02933333;0,150666667;-3,22;0,0195;277,7635;-1,4805;145,6625;-1,0315;37,08;-0,156;60,5148;0,0147;14,3458;0,1122;-8,9822;0,1002;-11,0364;0,0474
27/01/2019;62,701;-0,0212;-7,950666667;-0,045333333;-2,362;0,0278;8,33325;-0,29625;-45,496;0,082;27,217;0,023;-22,906;-0,027;-0,251;-0,209;-37,701;0,294;11,323;0,473;-3,204666667;0,012666667;-29,87866667;0,150666667;-3,2005;0,0195;276,283;-1,4805;144,631;-1,0315;36,924;-0,156;60,5295;0,0147;14,458;0,1122;-8,882;0,1002;-10,989;0,0474
28/01/2019;62,6798;-0,0212;-7,996;-0,045333333;-2,38;-0,018;8,037;-0,29625;-45,414;0,082;27,28;0,063;-22,819;0,087;-0,42;-0,169;-37,437;0,264;12,088;0,765;-3,192;0,012666667;-29,728;0,150666667;-3,181;0,0195;273,508;-2,775;142,661;-1,97;36,261;-0,663;60,5442;0,0147;14,893;0,435;-8,499;0,383;-10,787;0,202
29/01/2019;62,6586;-0,0212;-7,993;0,003;-2,298;0,082;7,74075;-0,29625;-44,285;1,129;27,388;0,108;-22,74;0,079;-0,469;-0,049;-37,251;0,186;12,214;0,126;-3,077;0,115;-28,715;1,013;-3,1615;0,0195;270,777;-2,731;141,01;-1,651;35,922;-0,339;60,5589;0,0147;15,316;0,423;-8,102;0,397;-10,53;0,257
30/01/2019;62,6374;-0,0212;-8,006;-0,013;-2,197;0,101;7,4445;-0,29625;-43,264;1,021;27,524;0,136;-22,576;0,164;-0,472;-0,003;-36,952;0,299;11,862;-0,352;-3,277;-0,2;-28,243;0,472;-3,142;0,0195;268,484;-2,293;139,673;-1,337;35,277;-0,645;60,5736;0,0147;15,751;0,435;-7,737;0,365;-10,23;0,3
31/01/2019;62,6162;-0,0212;-8,092;-0,086;-2,202;-0,005;7,14825;-0,29625;-42,269;0,995;27,649;0,125;-22,195;0,381;-0,532;-0,06;-36,702;0,25;12,03;0,168;-3,339;-0,062;-27,369;0,874;-3,1225;0,0195;266,593;-1,891;137,962;-1,711;34,892;-0,385;60,5883;0,0147;16,108;0,357;-7,374;0,363;-10,055;0,175
01/02/2019;62,595;-0,0212;-7,718;0,374;-2,299;-0,097;6,852;-0,29625;-41,844;0,425;27,967;0,318;-22,285;-0,09;-0,92;-0,388;-36,592;0,11;11,722;-0,308;-2,49;0,849;-26,431;0,938;-3,103;0,0195;264,635;-1,958;136,449;-1,513;35,046;0,154;60,603;0,0147;16,15;0,042;-7,023;0,351;-9,974;0,081
02/02/2019;62,311;-0,284;-8,077;-0,359;-2,21;0,089;5,81;-1,042;-41,909;-0,065;28,038;0,071;-22,303;-0,018;-1,034;-0,114;-36,694;-0,102;11,851;0,129;-2,684;-0,194;-26,44;-0,009;-1,998;1,105;263,57;-1,065;135,947;-0,502;34,952;-0,094;60,737;0,134;15,95;-0,2;-6,924;0,099;-9,945;0,029
03/02/2019;62,035;-0,276;-7,821;0,256;-1,999;0,211;4,876;-0,934;-41,595;0,314;28,027;-0,011;-22,34;-0,037;-1,269;-0,235;-36,81;-0,116;12,063;0,212;-2,677;0,007;-26,43;0,01;-1,209;0,789;262,729;-0,841;135,373;-0,574;34,974;0,022;60,719;-0,018;15,999;0,049;-6,718;0,206;-9,859;0,086
04/02/2019;61,273;-0,762;-7,765;0,056;-1,99;0,009;4,584;-0,292;-41,563;0,032;27,778;-0,249;-22,703;-0,363;-1,51;-0,241;-37,023;-0,213;12,89;0,827;-2,411;0,266;-26,325;0,105;0,256;1,465;262,271;-0,458;135,184;-0,189;35,061;0,087;60,328;-0,391;16,203;0,204;-6,78;-0,062;-9,736;0,123
05/02/2019;61,24422222;-0,028777778;-8,325;-0,56;-1,983194444;0,006805556;3,548;-1,036;-41,858;-0,295;27,35;-0,428;-23,226;-0,523;-1,933;-0,423;-37,752;-0,729;13,009;0,119;-2,392;0,019;-26,684;-0,359;2,242;1,986;262,296;0,025;135,294;0,11;35,336;0,275;60,31666667;-0,011333333;16,22325;0,02025;-6,772277778;0,007722222;-9,7345;0,0015
06/02/2019;61,21544444;-0,028777778;-8,117;0,208;-1,976388889;0,006805556;2,651;-0,897;-42,259;-0,401;26,746;-0,604;-23,013;0,213;-1,647;0,286;-37,764;-0,012;12,882;-0,127;-2,494;-0,102;-27,447;-0,763;3,753;1,511;261,766;-0,53;135,494;0,2;35,162;-0,174;60,30533333;-0,011333333;16,2435;0,02025;-6,764555556;0,007722222;-9,733;0,0015
07/02/2019;61,18666667;-0,028777778;-8,075;0,042;-1,969583333;0,006805556;1,83;-0,821;-42,553;-0,294;26,643;-0,103;-22,8565;0,1565;-1,606;0,041;-37,7675;-0,0035;13,054;0,172;-2,488;0,006;-27,828;-0,381;4,854;1,101;261,478;-0,288;135,4;-0,094;35,055;-0,107;60,294;-0,011333333;16,26375;0,02025;-6,756833333;0,007722222;-9,7315;0,0015
08/02/2019;61,15788889;-0,028777778;-8,019;0,056;-1,962777778;0,006805556;1,485;-0,345;-42,707;-0,154;26,54;-0,103;-22,7;0,1565;-1,622;-0,016;-37,771;-0,0035;13,09;0,036;-2,374;0,114;-27,833;-0,005;5,462;0,608;261,249;-0,229;135,094;-0,306;35,132;0,077;60,28266667;-0,011333333;16,284;0,02025;-6,749111111;0,007722222;-9,73;0,0015
09/02/2019;61,12911111;-0,028777778;-7,926;0,093;-1,955972222;0,006805556;1,211;-0,274;-42,439;0,268;26,613;0,073;-22,123;0,577;-1,22;0,402;-37,717;0,054;13,076;-0,014;-2,414;-0,04;-27,695;0,138;6,043;0,581;260,655;-0,594;135,011;-0,083;35,174;0,042;60,27133333;-0,011333333;16,30425;0,02025;-6,741388889;0,007722222;-9,7285;0,0015
10/02/2019;61,10033333;-0,028777778;-7,904;0,022;-1,949166667;0,006805556;0,952;-0,259;-42,1;0,339;26,97;0,357;-21,764;0,359;-1,287;-0,067;-37,649;0,068;13,175;0,099;-2,451;-0,037;-27,408;0,287;6,534;0,491;260,341;-0,314;134,764;-0,247;35,379;0,205;60,26;-0,011333333;16,3245;0,02025;-6,733666667;0,007722222;-9,727;0,0015
11/02/2019;61,07155556;-0,028777778;-7,915;-0,011;-1,942361111;0,006805556;1,059;0,107;-41,244;0,856;27,169;0,199;-21,531;0,233;-1,333;-0,046;-37,684;-0,035;11,942;-1,233;-3,083;-0,632;-27,556;-0,148;7,038;0,504;260,375;0,034;134,75;-0,014;34,777;-0,602;60,24866667;-0,011333333;16,34475;0,02025;-6,725944444;0,007722222;-9,7255;0,0015
12/02/2019;61,04277778;-0,028777778;-7,755;0,16;-1,935555556;0,006805556;1,643;0,584;-40,702;0,542;27,378;0,209;-21,546;-0,015;-1,171;0,162;-37,474;0,21;12,059;0,117;-3,287;-0,204;-27,284;0,272;7,084;0,046;259,847;-0,528;134,385;-0,365;34,798;0,021;60,23733333;-0,011333333;16,365;0,02025;-6,718222222;0,007722222;-9,724;0,0015
13/02/2019;61,014;-0,028777778;-7,963;-0,208;-1,92875;0,006805556;1,829;0,186;-40,677;0,025;27,877;0,499;-21,941;-0,395;-1,67;-0,499;-37,574;-0,1;12,076;0,017;-3,441;-0,154;-27,251;0,033;6,887;-0,197;259,681;-0,166;134,097;-0,288;34,801;0,003;60,226;-0,011333333;16,38525;0,02025;-6,7105;0,007722222;-9,7225;0,0015
14/02/2019;60,98522222;-0,028777778;-7,941;0,022;-1,921944444;0,006805556;2,216;0,387;-40,493;0,184;28,257;0,38;-21,887;0,054;-1,864;-0,194;-37,58;-0,006;12,396;0,32;-3,252;0,189;-26,86;0,391;6,797;-0,09;259,814;0,133;133,997;-0,1;34,904;0,103;60,21466667;-0,011333333;16,4055;0,02025;-6,702777778;0,007722222;-9,721;0,0015
15/02/2019;60,95644444;-0,028777778;-8,013;-0,072;-1,915138889;0,006805556;2,18;-0,036;-40,441;0,052;28,488;0,231;-21,842;0,045;-2,219;-0,355;-37,539;0,041;12,495;0,099;-3,213;0,039;-26,729;0,131;6,623;-0,174;260,04;0,226;133,817;-0,18;34,976;0,072;60,20333333;-0,011333333;16,42575;0,02025;-6,695055556;0,007722222;-9,7195;0,0015
16/02/2019;60,92766667;-0,028777778;-8,015;-0,002;-1,908333333;0,006805556;2,324;0,144;-40,306;0,135;28,806;0,318;-21,642;0,2;-2,288;-0,069;-37,532;0,007;12,716;0,221;-3,158;0,055;-26,528;0,201;6,446;-0,177;260,462;0,422;133,902;0,085;35,169;0,193;60,192;-0,011333333;16,446;0,02025;-6,687333333;0,007722222;-9,718;0,0015
17/02/2019;60,89888889;-0,028777778;-7,939;0,076;-1,901527778;0,006805556;2,071;-0,253;-40,249;0,057;29,249;0,443;-21,367;0,275;-2,306;-0,018;-37,335;0,197;13,116;0,4;-3,072;0,086;-26,436;0,092;6,518;0,072;260,742;0,28;133,823;-0,079;35,307;0,138;60,18066667;-0,011333333;16,46625;0,02025;-6,679611111;0,007722222;-9,7165;0,0015
18/02/2019;60,87011111;-0,028777778;-7,861;0,078;-1,894722222;0,006805556;1,78;-0,291;-40,165;0,084;29,58;0,331;-21,183;0,184;-2,261;0,045;-37,224;0,111;13,453;0,337;-3,007;0,065;-26,335;0,101;6,663;0,145;261,067;0,325;133,852;0,029;35,453;0,146;60,16933333;-0,011333333;16,4865;0,02025;-6,671888889;0,007722222;-9,715;0,0015
19/02/2019;60,84133333;-0,028777778;-7,824;0,037;-1,887916667;0,006805556;1,529;-0,251;-40,134;0,031;29,81;0,23;-21,008;0,175;-2,227;0,034;-37,12;0,104;13,786;0,333;-2,917;0,09;-26,23;0,105;6,888;0,225;261,371;0,304;133,9;0,048;35,601;0,148;60,158;-0,011333333;16,50675;0,02025;-6,664166667;0,007722222;-9,7135;0,0015
20/02/2019;60,81255556;-0,028777778;-7,745;0,079;-1,881111111;0,006805556;1,369;-0,16;-40,202;-0,068;30,123;0,313;-20,798;0,21;-2,106;0,121;-37,021;0,099;14,075;0,289;-2,807;0,11;-26,199;0,031;7,02;0,132;261,889;0,518;133,978;0,078;35,742;0,141;60,14666667;-0,011333333;16,527;0,02025;-6,656444444;0,007722222;-9,712;0,0015
21/02/2019;60,78377778;-0,028777778;-7,743;0,002;-1,874305556;0,006805556;1,151;-0,218;-40,236;-0,034;30,35;0,227;-20,671;0,127;-2,093;0,013;-36,918;0,103;14,374;0,299;-2,706;0,101;-26,119;0,08;7,068;0,048;262,21;0,321;134,096;0,118;35,867;0,125;60,13533333;-0,011333333;16,54725;0,02025;-6,648722222;0,007722222;-9,7105;0,0015
22/02/2019;60,755;-0,028777778;-7,75;-0,007;-1,8675;0,006805556;1,084;-0,067;-40,167;0,069;30,456;0,106;-20,532;0,139;-2,037;0,056;-36,894;0,024;14,57;0,196;-2,678;0,028;-26,061;0,058;7,132;0,064;262,487;0,277;134,143;0,047;35,999;0,132;60,124;-0,011333333;16,5675;0,02025;-6,641;0,007722222;-9,709;0,0015
23/02/2019;60,72622222;-0,028777778;-7,706;0,044;-1,860694444;0,006805556;1,478;0,394;-39,837;0,33;30,544;0,088;-20,654;-0,122;-1,996;0,041;-36,889;0,005;14,797;0,227;-2,837;-0,159;-26,067;-0,006;7,147;0,015;262,697;0,21;134,309;0,166;36,143;0,144;60,11266667;-0,011333333;16,58775;0,02025;-6,633277778;0,007722222;-9,7075;0,0015
24/02/2019;60,69744444;-0,028777778;-7,489;0,217;-1,853888889;0,006805556;1,093;-0,385;-39,269;0,568;30,532;-0,012;-20,69;-0,036;-1,927;0,069;-36,701;0,188;15,096;0,299;-2,781;0,056;-25,783;0,284;6,555;-0,592;262,664;-0,033;134,456;0,147;36,251;0,108;60,10133333;-0,011333333;16,608;0,02025;-6,625555556;0,007722222;-9,706;0,0015
25/02/2019;60,66866667;-0,028777778;-7,395;0,094;-1,847083333;0,006805556;0,539;-0,554;-39,298;-0,029;30,529;-0,003;-20,413;0,277;-1,755;0,172;-36,587;0,114;15,337;0,241;-2,724;0,057;-25,793;-0,01;5,983;-0,572;262,168;-0,496;134,422;-0,034;36,252;0,001;60,09;-0,011333333;16,62825;0,02025;-6,617833333;0,007722222;-9,7045;0,0015
